Fire_ID,Fire_Name,sample_number,Acres,sdc,ln_sdc,mean_para,weighted_core_area,weighted_patch_area,ag_index,patch_area,total_class_area,core_area_index,clumpiness,patch_cohesion_index,core_area,number_of_patches,patch_density,pladj,pland,total_core_area,Year,StartMonth,StartDay,Fire_type,bailey_ecoregion,ecoregion_group,eco_code,sm_rdnbr
CA3363611702719931026,CALIFORNIA,sample1,23899,0.0149,-4.20661,0.105743382,6.97,44.5,68.72,1.05,473.04,2.81,0.68,88.68,0.37,452,1.27,67.77,1.33,167.49,1993,10,26,Wildfire,California Coastal Range,CC,3,0.2393
CA3382311769020060206,SIERRA,sample1,9395,0.04275,-3.15229,0.116789749,0,4.05,37.97,0.33,378.18,0.75,0.37,69.47,0.02,1148,5.23,37.39,1.72,25.92,2006,2,6,Wildfire,California Coastal Range,CC,3,0.5542
CA3386711768620170925,CANYON,sample1,2740.16,0.02813,-3.57099,0.095686529,0,10.68,64.76,0.89,63.72,4.61,0.65,80.05,0.21,72,0.59,62.29,0.52,14.85,2017,9,25,Wildfire,California Coastal Range,CC,3,0.4289
CA3391811691120130807,SILVER,sample1,20863,0.0166,-4.09819,0.10051971,12.15,109.11,68.26,1.18,770.31,3.37,0.68,90.52,0.39,655,1.78,67.51,2.09,254.61,2013,8,7,Wildfire,California Coastal Range,CC,3,0.6153
CA3405411874820071124,CORRAL,sample1,5485,0.01323,-4.32525,0.094950335,1.52,106.67,76.46,2.31,309.6,4.62,0.76,94.94,0.98,134,0.95,75.15,2.2,131.49,2007,11,24,Wildfire,California Costal Chapparal ,CC,3,0.4063
CA3417611717320030905,BRIDGE,sample1,1181,0.01972,-3.92591,0.101713266,0.44,22.38,67.43,1.04,85.14,4.23,0.67,86.38,0.31,82,0.93,65.22,0.97,25.56,2003,9,5,Wildfire,California Coastal Range,CC,3,0.5207
CA3421511829520050929,HARVARD,sample1,1027,,,0.1005,0,1.28,48.28,0.35,3.15,0,0.48,55.12,0,9,0.12,40,0.04,0,2005,9,29,Wildfire,California Coastal Range,CC,3,0.2583
CA3454311980320130527,WHITE,sample1,2034,0.02942,-3.52607,0.096885097,0,8.18,63.76,0.87,66.42,5.34,0.64,79.33,0.18,76,0.77,61.38,0.67,14.04,2013,5,27,Wildfire,California Costal Chapparal ,CC,3,0.5712
CA3460411991919850912,UNNAMED,sample1,2720,0.00491,-5.31612,0.105438809,138.55,919.02,82.39,5.89,635.94,3.47,0.81,98.14,3.25,108,0.88,81.4,5.18,350.82,1985,9,12,Wildfire,California Costal Chapparal ,CC,3,0.6363
CA3471012049419970927,AZALEA,sample1,1368,0.01605,-4.13195,0.097628401,0.22,67.93,74.22,2.08,103.95,6.7,0.74,91.83,0.78,50,0.54,72.03,1.13,39.24,1997,9,27,Wildfire,California Costal Chapparal ,CC,3,0.3763
CA3481811891020130515,GRAND,sample1,4527,0.02078,-3.87397,0.093002364,0,20.71,69.26,1.37,191.7,5.38,0.69,86.78,0.4,140,1.03,67.75,1.41,56.43,2013,5,15,Wildfire,California Coastal Range,CC,3,0.6758
CA3491311929720060722,RIDGE,sample1,2486,0.00835,-4.78564,0.108359929,2,103.53,72.96,1.69,231.39,2.95,0.72,93.9,0.68,137,1.3,71.51,2.2,93.06,2006,7,22,Wildfire,California Coastal Range,CC,3,0.4993
CA3502111998319990718,SPANISH,sample1,14518,0.01325,-4.32349,0.095142306,4.87,92.8,74.44,2.35,785.43,5.48,0.74,93.56,0.95,334,1.28,73.65,3.01,316.62,1999,7,18,Wildfire,California Coastal Range,CC,3,0.5108
CA3568912021220020609,DAVIS,sample1,2182,,,0.105833333,0,0.93,44.74,0.24,2.16,0,0.45,43.95,0,9,0.07,35.42,0.02,0,2002,6,9,Wildfire,California Coastal Range,CC,3,0.6072
CA3603212047720170717,PARK,sample1,1792.38,0.00612,-5.09544,0.095564319,38.7,225.48,84.52,3.48,153.18,5.93,0.84,95.48,2.05,44,0.48,82.46,1.67,90.09,2017,7,17,Wildfire,California Coastal Range,CC,3,0.448
CA3637812142519861106,RIVER,sample1,4615,0.00843,-4.7755,0.09480046,79.84,328.97,80.6,3.47,551.43,6.2,0.8,96.33,1.83,159,1.1,79.57,3.82,290.61,1986,11,6,Wildfire,California Coastal Range,CC,3,0.5353
CA3702812134320090829,PACHECO,sample1,1732,0.0131,-4.33528,0.104404196,0,83.71,71.64,1.19,70.11,2.26,0.71,92.12,0.42,59,0.62,69.06,0.74,25.02,2009,8,29,Wildfire,California Coastal Range,CC,3,0.4583
CA3759312148820090813,CORRAL,sample1,12006,0.00892,-4.71924,0.099839353,60.77,284.42,75.37,2.45,1333.44,3.27,0.74,96.83,1.05,544,2.38,74.75,5.82,573.57,2009,8,13,Wildfire,California Coastal Range,CC,3,0.6328
CA3785012222719911022,TUNNEL,sample1,1838,,#NUM!,0.123569024,0,0.48,18.29,0.14,4.32,0,0.18,27.68,0,31,0.34,15.63,0.05,0,1991,10,22,Wildfire,California Costal Chapparal ,CC,3,0.3008
CA3282111703419880903,ASSIST #78,sample2,1025,0.0071,-4.94711,0.107528786,15.79,340.5,86.42,5.74,172.26,2.12,0.86,97.6,3.52,30,0.4,84.43,2.32,105.66,1988,9,3,Wildfire,California Costal Chapparal ,CC,3,0.5654
CA3309511719319961021,HARMONY,sample2,9327,0.0078,-4.85426,0.10133438,119.06,367.75,79.2,2.84,758.61,4.7,0.78,95.58,1.45,267,1.38,78.33,3.91,386.46,1996,10,21,Wildfire,California Costal Chapparal ,CC,3,0.4131
CA3318211683219940626,SECOND,sample2,5351,0.03964,-3.22783,0.105448277,0,4.09,50.62,0.52,97.29,1.83,0.5,73.61,0.05,188,1.28,49.07,0.66,10.26,1994,6,26,Wildfire,California Coastal Range,CC,3,0.4632
CA3340011734219850701,ROBLAR,sample2,7453,0.03208,-3.43938,0.097756077,0,7.75,59.01,0.76,98.64,3.03,0.59,79.09,0.12,130,0.7,57.21,0.53,15.21,1985,7,1,Wildfire,California Costal Chapparal ,CC,3,0.3223
CA3342111694719890729,VAIL,sample2,15632,0.00428,-5.4528,0.10190123,856.09,5681.48,88.6,13.25,3684.6,3.61,0.87,99.52,9.13,278,1.03,88.16,13.71,2538.72,1989,7,29,Wildfire,California Coastal Range,CC,3,0.6844
CA3377611768319971013,BAKER,sample2,6320,0.04538,-3.09275,0.107323586,0,2.42,46.67,0.36,15.39,1.54,0.47,60.13,0.03,43,0.27,42.98,0.1,1.44,1997,10,13,Wildfire,California Coastal Range,CC,3,0.1278
CA3381711691820050622,SOBOBA,sample2,2031,0.04478,-3.10603,0.111638751,0,2.4,44.87,0.33,15.21,1.44,0.45,64.15,0.03,46,0.46,41.42,0.15,1.44,2005,6,22,Wildfire,California Coastal Range,CC,3,0.3538
CA3385211768520020209,GREEN,sample2,2028,0.02994,-3.50864,0.100074507,0,31.75,60.67,0.83,72.81,2.39,0.6,86.13,0.16,88,0.91,58.53,0.75,14.4,2002,2,9,Wildfire,California Coastal Range,CC,3,0.2996
CA3396711778919900627,CARBON CANYON FIRE,sample2,4973,0.02653,-3.6295,0.102193128,0,8.87,59.44,0.59,58.32,2.79,0.59,74.19,0.12,99,0.56,57.1,0.33,11.52,1990,6,27,Wildfire,California Coastal Range,CC,3,0.6902
CA3398311695420160830,BOGART,sample2,1476,0.06893,-2.67472,0.107939466,0,3.21,49.78,0.38,11.07,0.47,0.5,67.31,0.01,29,0.35,45.12,0.13,0.27,2016,8,30,Wildfire,California Coastal Range,CC,3,0.3403
CA3426011789019860720,TECALOTE,sample2,4085,0.04368,-3.13083,0.102613218,0,2.67,47.9,0.45,64.44,1.93,0.48,66.46,0.03,144,1.09,46.09,0.49,4.86,1986,7,20,Wildfire,California Coastal Range,CC,3,0.8305
CA3428811725120160807,PILOT,sample2,8267,0.01254,-4.37903,0.098919504,2.11,227.34,77.61,2.74,465.03,3.61,0.77,97.31,1.25,170,0.92,76.52,2.51,212.94,2016,8,7,Wildfire,California Coastal Range,CC,3,0.4618
CA3437011847020040717,CROWN COMPLEX (FOOTHILL),sample2,6464,0.01417,-4.25674,0.10062991,2.7,83.13,72.46,1.86,403.47,3.1,0.72,94.35,0.68,217,1.15,71.38,2.14,148.5,2004,7,17,Wildfire,California Coastal Range,CC,3,0.3864
CA3442611898019960428,GRAND,sample2,10479,0.03122,-3.46665,0.109996432,0,7.24,52.08,0.41,60.75,1.36,0.52,68.82,0.06,148,0.58,50.07,0.24,9.27,1996,4,28,Wildfire,California Costal Chapparal ,CC,3,0.3297
CA3455811920219911020,LION,sample2,1765,0.00768,-4.86955,0.098726086,37.32,226.9,82.31,4.51,338.22,4.92,0.82,96.44,2.46,75,0.74,80.96,3.33,184.23,1991,10,20,Wildfire,California Coastal Range,CC,3,0.5702
CA3460611971319880328,UNNAMED,sample2,3588,0.03347,-3.39701,0.108319668,0,8.17,56.03,0.54,55.98,2.04,0.56,76.78,0.1,103,0.71,53.78,0.39,9.99,1988,3,28,Wildfire,California Costal Chapparal ,CC,3,0.3556
CA3466411915219871002,FISH,sample2,4052,0.01387,-4.27781,0.099494783,24.32,60.75,74.18,1.91,400.05,5.2,0.73,91.76,0.79,210,1.38,73.06,2.64,165.33,1987,10,2,Wildfire,California Coastal Range,CC,3,0.5568
CA3471012049419970927,AZALEA,sample2,1368,0.01605,-4.13195,0.097628401,0.22,67.93,74.22,2.08,103.95,6.7,0.74,91.83,0.78,50,0.54,72.03,1.13,39.24,1997,9,27,Wildfire,California Costal Chapparal ,CC,3,0.3763
CA3478112048620000913,HARRIS,sample2,9274,0.01428,-4.2491,0.101402193,2.76,53.92,72.2,1.55,479.52,4.91,0.72,90.3,0.59,310,1.34,71.21,2.07,183.15,2000,9,13,Wildfire,California Costal Chapparal ,CC,3,0.3583
CA3484512056319930615,CASMALIA,sample2,1368,0.05423,-2.91458,0.105061728,0,3.46,55.78,0.47,7.47,1.78,0.56,68.24,0.04,16,0.16,49.4,0.08,0.63,1993,6,15,Wildfire,California Costal Chapparal ,CC,3,0.6155
CA3545012054919890727,CHISPA,sample2,9869,0.03778,-3.27593,0.111547427,0,7.21,49.86,0.44,127.71,1.41,0.5,73,0.06,292,1.33,48.52,0.58,16.47,1989,7,27,Wildfire,California Coastal Range,CC,3,0.6709
CA3592412141420000722,PLASKETT 2,sample2,5825,0.00658,-5.02311,0.101729225,163.64,480.07,81.97,4.34,1033.38,4.28,0.81,96.64,2.46,238,1.5,81.2,6.52,585,2000,7,22,Wildfire,California Costal Chapparal ,CC,3,0.4345
CA3598812128720140619,STONY,sample2,5838,0.01975,-3.92455,0.091395157,0,13.14,72.71,1.35,61.92,8.18,0.73,84.87,0.48,46,0.23,69.91,0.31,22.05,2014,6,19,Wildfire,California Costal Chapparal ,CC,3,0.4822
CA3622012145819920801,SECO,sample2,2684,0.01382,-4.28168,0.102473632,1.11,48.41,73.14,1.69,128.25,6.58,0.73,90.41,0.65,76,0.72,71.19,1.22,49.68,1992,8,1,Wildfire,California Coastal Range,CC,3,0.6161
CA3639412158320150919,TASSAJARA,sample2,1085,0.05433,-2.91274,0.104984472,0,2.15,47.33,0.33,13.77,1.13,0.47,60.19,0.02,42,0.52,43.46,0.17,0.9,2015,9,19,Wildfire,California Coastal Range,CC,3,0.4252
CA3269211691819990930,PROCTOR,sample3,1548,0.03614,-3.32039,0.102186834,0,3.76,58.14,0.45,8.64,2.64,0.58,67.91,0.07,19,0.22,52.08,0.1,1.26,1999,9,30,Wildfire,California Coastal Range,CC,3,0.4972
CA3291011701419950716,SYCAMORE,sample3,2141,0.02288,-3.77738,0.09281934,1.56,17.62,67.28,1.21,162.72,6.47,0.67,84.42,0.35,135,1.42,65.68,1.71,47.25,1995,7,16,Wildfire,California Coastal Range,CC,3,0.4643
CA3380211688020030725,CANYON,sample3,4427,0.01814,-4.00985,0.105966642,0,61.72,69.04,1.23,151.56,3.04,0.69,90.07,0.38,123,0.94,67.34,1.16,47.34,2003,7,25,Wildfire,California Coastal Range,CC,3,0.4029
CA3381411748319980831,WEIRICK,sample3,2498,0.03179,-3.4486,0.109237445,0,9.5,53.2,0.66,127.35,1.37,0.53,84.55,0.1,194,1.96,51.77,1.28,18.45,1998,8,31,Wildfire,California Coastal Range,CC,3,0.7358
CA3382811687619890714,POPPET,sample3,1239,0.00818,-4.80601,0.108438876,8.45,127.36,80.84,1.95,105.48,2.45,0.81,95.17,1.02,54,0.55,78.46,1.07,54.81,1989,7,14,Wildfire,California Coastal Range,CC,3,0.4201
CA3385911680919990828,PINE,sample3,1901,0.00362,-5.6225,0.093118979,201.71,1113.17,91.41,17.46,488.88,6.3,0.91,98.64,12.74,28,0.27,90.16,4.8,356.67,1999,8,28,Wildfire,California Coastal Range,CC,3,0.698
CA3404911655920050622,PARADISE,sample3,3461,0.04183,-3.17421,0.101419131,0,5.6,65.78,0.94,9.36,4.09,0.66,82.24,0.14,10,0.07,59.13,0.06,1.44,2005,6,22,Wildfire,California Coastal Range,CC,3,0.5416
CA3418811749019880928,TEXAS,sample3,7372,0.01242,-4.38837,0.112029151,0.67,69.25,70.72,1.15,139.41,2.03,0.7,92.19,0.41,121,0.64,68.92,0.74,49.68,1988,9,28,Wildfire,California Coastal Range,CC,3,0.4411
CA3419511790819970701,CANYON 2,sample3,5176,0.07918,-2.53599,0.113348377,0,1.1,36.92,0.22,9.72,0.66,0.37,45.34,0.01,44,0.33,33.33,0.07,0.27,1997,7,1,Wildfire,California Coastal Range,CC,3,0.2922
CA3426511785520150814,CABIN,sample3,1523,0.04129,-3.18724,0.104262115,0,13.61,61.95,0.75,18.81,1.55,0.62,82.23,0.11,25,0.3,57.66,0.23,2.7,2015,8,14,Wildfire,California Coastal Range,CC,3,0.441
CA3429011747320020626,LOUISIANA,sample3,6650,0.05192,-2.95803,0.110520884,0,3.25,47.88,0.38,35.73,1.5,0.48,66.39,0.03,94,0.47,45.47,0.18,2.88,2002,6,26,Wildfire,California Coastal Range,CC,3,0.3573
CA3431111853219881209,SESNON FIRE,sample3,2508,,,0.115767196,0,0.88,34.78,0.21,3.69,0.51,0.35,44.13,0.01,18,0.15,29.27,0.03,0.09,1988,12,9,Wildfire,California Coastal Range,CC,3,0.2375
CA3432311720020060919,PINNACLES,sample3,2650,0.03107,-3.47155,0.102964072,0,6.49,55.56,0.52,26.28,1.49,0.55,70.71,0.06,51,0.5,52.23,0.26,3.06,2006,9,19,Wildfire,California Coastal Range,CC,3,0.4117
CA3436911855620160709,SAGE,sample3,1003,,,0.117243867,0,0.83,32.39,0.19,3.78,0.33,0.32,45.7,0,20,0.27,27.38,0.05,0.09,2016,7,9,Wildfire,California Coastal Range,CC,3,0.6159
CA3445911827720020914,OASIS,sample3,1199,,,0.125,0,0.31,20,0.15,0.45,0,0.2,29,0,3,0.03,10,0,0,2002,9,14,Wildfire,California Coastal Range,CC,3,0.5345
CA3454511867119920720,DEVIL,sample3,1319,0.0254,-3.67287,0.095423243,0,12.78,67.83,1.31,62.82,5.74,0.68,85.74,0.32,48,0.48,65.26,0.63,15.3,1992,7,20,Wildfire,California Coastal Range,CC,3,0.4159
CA3459611987319880819,UNNAMED,sample3,4709,0.11359,-2.17515,0.111202938,0,1.08,36.89,0.24,12.06,0.16,0.37,46.94,0,51,0.37,33.58,0.09,0.09,1988,8,19,Wildfire,California Costal Chapparal ,CC,3,0.2277
CA3461311962519981016,OGILVY,sample3,4048,0.0089,-4.72216,0.104903833,8.53,409.4,80.31,4.18,560.7,4.47,0.79,97.26,2.08,134,0.98,79.29,4.11,279.09,1998,10,16,Wildfire,California Coastal Range,CC,3,0.539
CA3465412058320101028,BEAR CREEK,sample3,1311,0.00793,-4.83647,0.090694183,12.45,81.59,86.26,3.56,56.97,8.4,0.86,92.3,2.07,16,0.2,82.78,0.69,33.12,2010,10,28,Wildfire,California Costal Chapparal ,CC,3,0.4014
CA3474111860820040712,PINE,sample3,18309,0.0094,-4.6673,0.103841962,52.44,448.99,77.6,2.17,1061.82,3.31,0.77,97.37,1.03,490,1.36,76.89,2.95,506.79,2004,7,12,Wildfire,California Coastal Range,CC,3,0.4482
CA3480511881920060813,QUAIL,sample3,4949,0.04857,-3.02471,0.105793971,0,1.97,46.71,0.37,21.24,1.96,0.47,60.41,0.03,57,0.36,43.64,0.14,1.98,2006,8,13,Wildfire,California Coastal Range,CC,3,0.6485
CA3504112020920030810,CHIMNEY,sample3,1275,0.02603,-3.64868,0.095268481,0,19.01,68.38,1.26,46.62,4.78,0.68,85.76,0.31,37,0.42,65.35,0.53,11.43,2003,8,10,Wildfire,California Coastal Range,CC,3,0.4166
CA3520611991719940523,SODA,sample3,3423,,,0.133333333,0,0.22,NA,0.09,0.09,0,NA,0,0,1,0.01,0,0,0,1994,5,23,Wildfire,California Coastal Range,CC,3,0.1638
CA3723012124520030827,ANNIE,sample3,17383,0.0346,-3.36392,0.097141792,0,4.27,55.61,0.57,107.37,3.65,0.55,70.14,0.09,190,0.58,53.98,0.33,17.19,2003,8,27,Wildfire,California Coastal Range,CC,3,0.2694
CA3766112156520050719,TESLA,sample3,6638,0.01998,-3.91309,0.110210484,0,58.44,60.23,0.82,475.2,1.56,0.59,89.54,0.2,581,2.89,59.39,2.37,113.49,2005,7,19,Wildfire,California Coastal Range,CC,3,0.7265
CA3262111684920031026,MINE/OTAY,sample_bigger,39428,0.0019,-6.26551,0.103055257,5657.38,9299.42,88.58,5.81,6933.15,3.49,0.87,99.15,4.2,1194,2.48,88.26,14.4,5010.93,2003,10,26,Wildfire,California Coastal Range,CC,3,0.601
CA3264611677120071021,HARRIS,sample_bigger,90443,0.00742,-4.90381,0.099913992,156.03,599.13,78.67,2.63,4543.92,3.9,0.78,97.2,1.32,1730,1.37,78.31,3.6,2275.29,2007,10,21,Wildfire,California Coastal Range,CC,3,0.4089
CA3314611657420020729,PINES,sample_bigger,65407,0.00763,-4.87604,0.098841943,110.7,978.64,79.51,3.23,4973.85,4.58,0.79,97.49,1.65,1538,1.13,79.17,3.65,2535.93,2002,7,29,Wildfire,California Coastal Range,CC,3,0.3958
CA3320411691620031026,PARADISE,sample_bigger,55995,0.00372,-5.5951,0.104024249,3670.82,12008.05,88.3,8.15,11129.31,3.25,0.87,99.47,5.69,1366,1.47,88.05,12,7769.43,2003,10,26,Wildfire,California Coastal Range,CC,3,0.5859
CA3330011692020071023,POOMACHA,sample_bigger,47496,0.007,-4.96218,0.099474807,238.72,1151,82.56,4.01,3109.23,4.73,0.82,97.69,2.3,775,1.2,82.11,4.82,1785.42,2007,10,23,Wildfire,California Coastal Range,CC,3,0.4713
CA3339211745520080702,YELLOW,sample_bigger,33232,0.03624,-3.31754,0.102466085,0,5.69,51.37,0.43,76.77,1.82,0.51,65.39,0.06,178,0.22,49.59,0.1,10.08,2008,7,2,Wildfire,California Costal Chapparal ,CC,3,0.3186
CA3370511672620130715,MOUNTAIN,sample_bigger,28203,0.00402,-5.51605,0.097229964,2138.8,8259.5,88.72,9.81,5198.67,4.38,0.87,99.4,6.86,530,1.02,88.35,9.99,3637.26,2013,7,15,Wildfire,California Coastal Range,CC,3,0.7183
CA3372011766020071021,SANTIAGO,sample_bigger,27605,0.0098,-4.62522,0.101467879,34.12,412.88,76.74,2.16,1274.67,3.65,0.76,96.56,1,589,1.22,76.1,2.65,591.12,2007,10,21,Wildfire,California Coastal Range,CC,3,0.3946
CA3386111687920061026,ESPERANZA,sample_bigger,40566,0.0135,-4.30523,0.099984308,56.71,235.48,72.01,1.75,1750.59,3.55,0.71,94.68,0.66,1003,1.5,71.49,2.61,662.22,2006,10,26,Wildfire,California Coastal Range,CC,3,0.4611
CA3391911775320081115,FREEWAY COMPLEX,sample_bigger,29350,0.03245,-3.42794,0.105715721,0,15.41,54.85,0.55,364.5,2.43,0.55,78.68,0.09,664,1.27,53.99,0.7,59.04,2008,11,15,Wildfire,California Costal Chapparal ,CC,3,0.494
CA3411411662020060709,MILLARD,sample_bigger,86585,0.01692,-4.07914,0.106569301,22.33,140.1,65.09,0.99,2225.97,2.23,0.64,92.27,0.3,2242,1.89,64.68,1.88,668.7,2006,7,9,Wildfire,California Coastal Range,CC,3,0.5837
CA3411411897719931026,GREEN MEADOWS,sample_bigger,38115,0.03879,-3.2497,0.107432943,0,5.05,48.72,0.43,217.26,1.63,0.49,69.91,0.04,510,0.86,47.72,0.37,22.68,1993,10,26,Wildfire,California Costal Chapparal ,CC,3,0.2977
CA3415811689620150617,LAKE,sample_bigger,30422,0.01756,-4.04185,0.098836693,1.88,50.21,66.87,1.17,736.02,3.63,0.66,90.24,0.34,628,1.07,66.13,1.26,214.2,2015,6,17,Wildfire,California Coastal Range,CC,3,0.5106
CA3418611747320031021,GRAND PRIX,sample_bigger,50799,0.011,-4.50967,0.10455865,107.88,760.77,73.29,1.82,2837.61,2.88,0.72,96.5,0.75,1561,1.82,72.88,3.31,1166.22,2003,10,21,Wildfire,California Coastal Range,CC,3,0.496
CA3419511777720020922,WILLIAMS,sample_bigger,37505,0.01399,-4.26965,0.102258102,162.69,425.58,68.69,1.27,2452.68,2.93,0.67,93.82,0.44,1926,3.43,68.27,4.37,853.29,2002,9,22,Wildfire,California Coastal Range,CC,3,0.4004
CA3424711728420031025,OLD,sample_bigger,90180,0.0064,-5.05108,0.102036023,189.33,850.05,78.94,3.2,6761.88,3.6,0.78,98.04,1.61,2115,1.46,78.65,4.66,3405.15,2003,10,25,Wildfire,California Coastal Range,CC,3,0.5015
CA3425911746120160816,BLUE CUT,sample_bigger,36857,0.01501,-4.19906,0.095866178,4.1,71.15,72.27,1.68,838.89,5.21,0.72,90.89,0.63,498,0.82,71.52,1.39,315,2016,8,16,Wildfire,California Coastal Range,CC,3,0.3923
CA3434511710619990828,WILLOW,sample_bigger,63525,0.00473,-5.35407,0.103941901,217.73,1774.08,82.56,3.87,4207.41,2.98,0.82,99.11,2.23,1086,1.27,82.18,4.91,2426.67,1999,8,28,Wildfire,California Coastal Range,CC,3,0.4779
CA3438211915319931027,STECKEL,sample_bigger,26202,0.04541,-3.09209,0.114738413,0,3.45,40.13,0.28,35.55,0.6,0.4,62,0.02,126,0.36,38.1,0.1,2.34,1993,10,27,Wildfire,California Costal Chapparal ,CC,3,0.1537
CA3441311914919851014,FERNDALE,sample_bigger,46724,0.02019,-3.90254,0.102532995,0,33.94,64.61,1.03,189.81,3.17,0.65,87.42,0.26,184,0.29,63.21,0.3,48.51,1985,10,14,Wildfire,California Costal Chapparal ,CC,3,0.2239
CA3443111839820160722,SAND,sample_bigger,41562,0.02631,-3.63766,0.103314963,1.33,15.27,57.13,0.6,293.49,2.06,0.57,78.19,0.11,493,0.96,56.12,0.57,54,2016,7,22,Wildfire,California Coastal Range,CC,3,0.2982
CA3448011886120031023,PIRU,sample_bigger,63920,0.00484,-5.33177,0.105115165,839.96,4311.56,83.08,5.5,11002.77,2.85,0.8,99.32,3.22,1999,2.98,82.84,16.4,6429.42,2003,10,23,Wildfire,California Coastal Range,CC,3,0.5319
CA3451511844620071021,BUCKWEED,sample_bigger,41332,0.02366,-3.74383,0.104125656,0,19.1,60.31,0.69,256.41,2.32,0.6,83.47,0.16,370,0.69,59.18,0.48,57.42,2007,10,21,Wildfire,California Coastal Range,CC,3,0.3469
CA3451611872720071020,RANCH,sample_bigger,37009,0.03537,-3.34179,0.108715129,0,6.5,50.15,0.45,214.02,1.75,0.5,71.53,0.06,479,0.99,49.12,0.44,29.07,2007,10,20,Wildfire,California Coastal Range,CC,3,0.4186
CA3454611980520160818,REY,sample_bigger,33323,0.02852,-3.55729,0.097886125,0,13.27,60.02,0.76,630.18,3.33,0.6,80.83,0.15,828,1.43,59.3,1.09,123.03,2016,8,18,Wildfire,California Costal Chapparal ,CC,3,0.2873
CA3459511843720130530,POWERHOUSE,sample_bigger,32329,0.00641,-5.05059,0.098867495,617.31,3438.03,83.23,5.62,4160.88,3.57,0.82,99.06,3.23,740,1.31,82.84,7.34,2390.04,2013,5,30,Wildfire,California Coastal Range,CC,3,0.6728
CA3472511995719930925,MARRE,sample_bigger,44309,0.01632,-4.11531,0.103376345,9.79,79.78,66.9,1.15,1308.51,2.83,0.66,91.05,0.37,1136,1.41,66.34,1.62,415.71,1993,9,25,Wildfire,California Costal Chapparal ,CC,3,0.3191
CA3493612002720090808,LA BREA,sample_bigger,84213,0.00746,-4.89865,0.095573101,1144.47,4166.69,82.07,3.35,5844.6,5.78,0.81,98.47,1.9,1743,1.89,81.75,6.34,3312.9,2009,8,8,Wildfire,California Coastal Range,CC,3,0.5447
CA3502012029920170706,ALAMO,sample_bigger,29256.41,0.02485,-3.69486,0.098367971,3.34,14.91,62.63,0.87,562.05,3.97,0.62,82.4,0.21,643,1.49,61.83,1.3,135,2017,7,6,Wildfire,California Costal Chapparal ,CC,3,0.3357
CA3511312010319970804,LOGAN,sample_bigger,49627,0.00912,-4.69716,0.09845396,361.62,1126.62,75.18,1.64,1954.53,3.4,0.75,96.33,0.75,1191,1.43,74.67,2.35,896.76,1997,8,4,Wildfire,California Coastal Range,CC,3,0.2531
CA3528712050619850701,LAS PILITAS,sample_bigger,75841,0.00758,-4.88271,0.102370504,637.1,1745.84,78.3,2.39,5848.11,3.6,0.77,97.4,1.21,2445,2.48,77.99,5.94,2970.36,1985,7,1,Wildfire,California Costal Chapparal ,CC,3,0.3956
CA3534412027619960815,FIFTY-EIGHT,sample_bigger,94698,0.01235,-4.39375,0.10703708,11.92,301.58,70.19,1.59,3409.2,2.42,0.69,96.04,0.57,2148,1.48,69.83,2.35,1215.36,1996,8,15,Wildfire,California Coastal Range,CC,3,0.5594
CA3539212068319940814,41,sample_bigger,48441,0.00154,-6.47424,0.10827307,9452.07,13624.59,90.04,6.2,12009.69,1.63,0.88,99.37,4.76,1938,2.86,89.79,17.73,9230.22,1994,8,14,Wildfire,California Coastal Range,CC,3,0.6474
CA3567012100420160813,CHIMNEY,sample_bigger,46950,0.01466,-4.22246,0.096997072,69.13,127.83,70.74,1.45,2009.34,4.26,0.7,91.68,0.52,1388,2.35,70.27,3.4,728.55,2016,8,13,Wildfire,California Coastal Range,CC,3,0.4149
CA3593312121920050825,UNNAMED,sample_bigger,39070,0.01884,-3.972,0.11240132,2.22,35.1,61.74,0.6,223.83,1.82,0.62,83.3,0.18,375,0.67,60.49,0.4,66.96,2005,8,25,Wildfire,California Costal Chapparal ,CC,3,0.3517
CA3605412146419990913,KIRK COMPLEX (HARE),sample_bigger,43053,0.02034,-3.89497,0.104239713,13.28,39.03,62.81,0.91,1846.8,2.78,0.62,86.85,0.24,2020,2.25,62.37,2.06,482.85,1999,9,13,Wildfire,California Costal Chapparal ,CC,3,0.4663
CA3606512116519850708,CHERRY,sample_bigger,41654,0.01975,-3.92482,0.099944952,4.03,38.2,67.15,1.22,1849.23,3.98,0.66,88.56,0.37,1510,2.61,66.68,3.2,559.53,1985,7,8,Wildfire,California Coastal Range,CC,3,0.4288
CA3606612146119850706,GORDA-RAT,sample_bigger,52474,0.01298,-4.34409,0.10107487,14.54,187.11,72.11,1.69,3310.74,3.76,0.71,94.77,0.65,1963,2.19,71.73,3.69,1281.24,1985,7,6,Wildfire,California Costal Chapparal ,CC,3,0.4537
CA3613612137820080608,BASIN COMPLEX (INDIANS),sample_bigger,59095,0.01,-4.60564,0.093425043,303.24,701.31,78.03,3.35,6363.45,6.24,0.76,96.91,1.58,1900,2.59,77.74,8.68,2998.98,2008,6,8,Wildfire,California Costal Chapparal ,CC,3,0.5627
CA3627912162519990909,KIRK COMPLEX (FIVE),sample_bigger,36162,0.01306,-4.33795,0.102067594,26.67,324.48,72.17,1.74,2710.98,3.87,0.71,94.81,0.68,1554,2.82,71.75,4.92,1055.43,1999,9,9,Wildfire,California Costal Chapparal ,CC,3,0.4732
